yyyy,mm,tmax,tmin,latitude,longitude
,,degC,degC,-5.439,56.451
2011,12,8.1,2.7,,
2012,1,7.7,3.1,,
2012,2,8.3,4.4,,
2012,3,11.7,5.6,,
2012,4,11.1,2.9,,
2012,5,15.8,6.5,,
2012,6,16.3,9.1,,
2012,7,17.5,10.7,,
2012,8,18.8,11.5,,
2012,9,14.5,9.5,,
2012,10,11.6,4.6,,
2012,11,9.1,4.1,,
2012,12,7.4,2.4,,
2013,1,7.1,3.5,,
2013,2,7.4,1.5,,
2013,3,6.7,1.2,,
2013,4,10,3.2,,
2013,5,13.5,6.5,,
2013,6,16.6,9.1,,
2013,7,20.3,12,,
2013,8,17.7,11.8,,
2013,9,15.9,9.9,,
2013,10,13.9,8.8,,
2013,11,9.1,3.3,,
2013,12,9.5,5.2,,
2014,1,7.4,3.6,,
2014,2,8,3.6,,
2014,3,9.7,4.6,,
2014,4,13.3,6.6,,
2014,5,15,8.2,,
2014,6,17.8,10.7,,
2014,7,19.8,11.9,,
2014,8,17.3,10.6,,
2014,9,17.7,10.5,,
2014,10,13.8,7.9,,
2014,11,11.4,5.7,,
2014,12,8.1,2.8,,
2015,1,7,2.1,,
2015,2,7.3,1.3,,
2015,3,9.3,2.6,,
2015,4,11.9,3,,
2015,5,12.4,5.9,,
2015,6,15.3,8.4,,
2015,7,17,10.2,,
2015,8,17.8,11.1,,
2015,9,16.5,9.5,,
2015,10,14.2,8,,
2015,11,10.7,5.9,,
2015,12,10.1,4.9,,
2016,1,7.6,3.3,,
2016,2,7.3,1.6,,
2016,3,9.8,3,,
2016,4,10.8,3.5,,
2016,5,16.5,7.2,,
2016,6,18.7,10.7,,
2016,7,17.2,11.5,,
2016,8,18.6,11.9,,
2016,9,17.2,11.4,,
2016,10,14,7.5,,
2016,11,8.5,2.7,,
2016,12,10.3,5.6,,
2017,1,8.2,3.5,,
2017,2,8.4,3.8,,
2017,3,10.8,4.2,,
2017,4,11.2,5.8,,
2017,5,17.1,7.8,,
2017,6,16.1,10.5,,
2017,7,18.2,10.8,,
2017,8,18.1,11.4,,
2017,9,16.4,10.2,,
2017,10,14,8.9,,
2017,11,9.2,4.1,,
2017,12,7.9,2.6,,
2018,1,7,2,,
2018,2,6.6,1,,
2018,3,7.4,1.6,,
2018,4,12,5.4,,
2018,5,17,8,,
2018,6,20.1,10.2,,
2018,7,20.4,11.8,,
2018,8,17.4,11.2,,
2018,9,15,9,,
2018,10,12.8,7,,
2018,11,11.2,5.6,,
2018,12,8.9,4.3,,
2019,1,7.3,2.9,,
2019,2,10.3,3.8,,
2019,3,9.3,4.6,,
2019,4,13.8,6.2,,
2019,5,14.5,6.6,,
2019,6,17.4,9.9,,
2019,7,19.5,12.8,,
2019,8,19.5,12.3,,
2019,9,17.1,10.2,,
2019,10,12.5,6.5,,
2019,11,9.1,3.6,,
2019,12,8.9,4.1,,
2020,1,8.9,4.3,,
2020,2,8,2.8,,
2020,3,9.1,3.1,,
2020,4,13.6,4.9,,
2020,5,15.5,6.7,,
2020,6,18.5,10.5,,
2020,7,16.7,10.3,,
2020,8,19.4,11.3,,
2020,9,16,9.2,,
2020,10,12.5,6.8,,
2020,11,11.3*,5.9,,
2020,12,7.9*,3.2*,,
2021,1,5.7,0,,
2021,2,7.6,3,,
2021,3,9.6,3.9,,
2021,4,11.6,2,,
2021,5,13.9,5.6,,
2021,6,17.7,9.7,,
2021,7,21.3,12.5,,
2021,8,20.2,11.3,,
2021,9,17.9,11.5,,
2021,10,13.9,8.8,,
2021,11,10.9,6.3,,
2021,12,8.1,3.4,,
2022,1,8.9,4.8,,
2022,2,8.6,3.5,,
2022,3,11.7,3.1,,
2022,4,13.1,5,,
2022,5,14.8,9,,
2022,6,17.8,10,,
2022,7,18.6,12.1,,
2022,8,19.3,11.6,,
2022,9,17.8,10.7,,
2022,10,14.3,9.6,,
2022,11,11.6,7,,
2022,12,7.2,1.6,,
2023,1,8,3.1,,
2023,2,9.7,4.8,,
2023,3,9.4,2.8,,
2023,4,12.8,5.2,,
2023,5,16.1,8.8,,
2023,6,21.5,11.6,,
2023,7,18.3,11.8,,
2023,8,19,12.2,,
2023,9,18.2,11.3,,
2023,10,13.3,8.5,,
2023,11,9.5,4.3,,
2023,12,8.6,3.6,,
2024,1,7.6,1.5,,
2024,2,8.8,4.3,,
2024,3,10.2,4.6,,
