yyyy,mm,tmax,tmin,latitude,longitude
1984,9,14.4,9.6,,
1984,10,12.4,7.8,,
1984,11,9.9,4.9,,
1984,12,9.1,4.5,,
1985,1,5.2,0.2,,
1985,2,6.7,2.8,,
1985,3,7.5,2.1,,
1985,4,10.3,4.7,,
1985,5,12.9,6.3,,
1985,6,14.6,8.2,,
1985,7,15.5,10.7,,
1985,8,15.1,10.6,,
1985,9,14.1,9.9,,
1985,10,13.1,9,,
1985,11,8,1.9,,
1985,12,8.6,3.9,,
1986,1,6.9,2,,
1986,2,4.4,-1,,
1986,3,8.2,3,,
1986,4,8.9,2.3,,
1986,5,11.5,6.7,,
1986,6,15.4,8.7,,
1986,7,15.1,10.3,,
1986,8,14.9,9.1,,
1986,9,13.6,8.3,,
1986,10,12.3,8.3,,
1986,11,10.4,5.2,,
1986,12,8.1,3.4,,
1987,1,5.9,1.8,,
1987,2,7.5,2,,
1987,3,7,2.1,,
1987,4,10.9,5.5,,
1987,5,12.2,6.4,,
1987,6,13.5,8.3,,
1987,7,15.9,11.1,,
1987,8,15.5,10.3,,
1987,9,14.6,9.6,,
1987,10,11.7,6.4,,
1987,11,9.7,6.1,,
1987,12,8.6,4.5,,
1988,1,7.3,2.6,,
1988,2,7.5,3.2,,
1988,3,8.5,3.1,,
1988,4,10.4,5.4,,
1988,5,13.9,7.8,,
1988,6,14.9,9.9,,
1988,7,15.4,10.4,,
1988,8,15.2,10.8,,
1988,9,13.9,9.8,,
1988,10,12.1,7.9,,
1988,11,9.8,5.5,,
1988,12,10,6.5,,
1989,1,9.9,6,,
1989,2,8.6,2.9,,
1989,3,8.9,3.1,,
1989,4,9,3,,
1989,5,12.8,7,,
1989,6,14.5,8.6,,
1989,7,17,11.7,,
1989,8,15.9,11.4,,
1989,9,14.7,9.4,,
1989,10,12.8,8.6,,
1989,11,9.6,4.4,,
1989,12,7.7,2,,
1990,1,8.8,4,,
1990,2,8.1,3.1,,
1990,3,9.5,5.2,,
1990,4,10.1,4.2,,
1990,5,13.8,7.2,,
1990,6,14.6,9.4,,
1990,7,16.5,11.4,,
1990,8,16.3,11.6,,
1990,9,14,9,,
1990,10,12.7,8.4,,
1990,11,9.5,5.3,,
1990,12,8.3,3.4,,
1991,1,7.2,3.2,,
1991,2,6.5,1.6,,
1991,3,9.4,4.8,,
1991,4,10,5.3,,
1991,5,12.2,7.8,,
1991,6,13.3,8.1,,
1991,7,18.1,12.4,,
1991,8,16.8,12.5,,
1991,9,15.4,9.9,,
1991,10,11.9,7.6,,
1991,11,9.5,5,,
1991,12,9.3,5.5,,
1992,1,8.5,4.9,,
1992,2,8.8,4.8,,
1992,3,8.9,4.6,,
1992,4,9.7,5.5,,
1992,5,14.7,7.9,,
1992,6,16.2,10.6,,
1992,7,15.8,11,,
1992,8,15.4,10.7,,
1992,9,13.9,8.7,,
1992,10,10.5,5.9,,
1992,11,9.2,4.7,,
1992,12,7.5,4,,
1993,1,8,3,,
1993,2,8.3,5.6,,
1993,3,8.7,4.2,,
1993,4,10.5,5.8,,
1993,5,13,7,,
1993,6,14.5,10,,
1993,7,14.5,10.2,,
1993,8,15,10,,
1993,9,14.8,9,,
1993,10,11,5.9,,
1993,11,9.2,5.3,,
1993,12,7.3,2.8,,
1994,1,7.6,2.7,,
1994,2,6.1,2.3,,
1994,3,8.3,3.3,,
1994,4,9.7,4.4,,
1994,5,13.3,6.3,,
1994,6,13.5,9,,
1994,7,16.6,11.4,,
1994,8,15.9,10.5,,
1994,9,14.5,9.4,,
1994,10,12.4,7.9,,
1994,11,11.8,8.6,,
1994,12,9.2,4.4,,
1995,1,7.6,2.7,,
1995,2,7.7,3,,
1995,3,7.4,2.2,,
1995,4,10.2,4.9,,
1995,5,12,6.8,,
1995,6,15.1,9.3,,
1995,7,17.3,12,,
1995,8,18.4,12.8,,
1995,9,15.4,9.8,,
1995,10,14.1,9.5,,
1995,11,10.9,6.4,,
1995,12,6.6,1.9,,
1996,1,8.1,4.8,,
1996,2,7.4,1.7,,
1996,3,7.6,3.3,,
1996,4,10,5.7,,
1996,5,11.1,5.1,,
1996,6,14.3,9.4,,
1996,7,15.3,10.6,,
1996,8,15.9,11.5,,
1996,9,15.8,10.6,,
1996,10,12.9,8.6,,
1996,11,8.9,3.7,,
1996,12,7.3,3.1,,
1997,1,7.2,2.6,,
1997,2,8.6,2.9,,
1997,3,9.9,5.7,,
1997,4,11,6.4,,
1997,5,13.4,7,,
1997,6,14.6,9.4,,
1997,7,16.8,11.6,,
1997,8,18.2,12.6,,
1997,9,15.4,9.9,,
1997,10,12.9,8,,
1997,11,11.3,7.5,,
1997,12,9.5,5.2,,
1998,1,8.5,3.9,,
1998,2,9.9,6.4,,
1998,3,9.5,5.1,,
1998,4,9.8,4.2,,
1998,5,13.1,7.9,,
1998,6,14.2,8.8,,
1998,7,15.2,10.8,,
1998,8,15.7,11.2,,
1998,9,15.9,10.4,,
1998,10,12.1,6.9,,
1998,11,9.9,5,,
1998,12,9.4,5.1,,
1999,1,8.1,3.4,,
1999,2,7.5,3.3,,
1999,3,8.9,4.3,,
1999,4,10.7,5.7,,
1999,5,13.4,7.7,,
1999,6,13.7,8.8,,
1999,7,16.2,11.3,,
1999,8,17.2,10.8,,
1999,9,15.6,11,,
1999,10,13.1,9.1,,
1999,11,10.4,6.2,,
1999,12,7.4,3.2,,
2000,1,8.4,4.3,,
2000,2,8.4,3.6,,
2000,3,9.3,5.2,,
2000,4,9.6,4.6,,
2000,5,13.4,7.3,,
2000,6,14.1,9.3,,
2000,7,16.6,11.1,,
2000,8,17,11.5,,
2000,9,15.6,10.6,,
2000,10,12.4,8.1,,
2000,11,9.5,5.2,,
2000,12,8,4.5,,
