yyyy,mm,tmax,tmin,latitude,longitude
,,degC,degC,-0.624,54.481
1999,3,10.1,3.7,,
1999,4,---,---,,
1999,5,14.5,8.8,,
1999,6,16.2,10.1,,
1999,7,20,12.9,,
1999,8,18.6,11.9,,
1999,9,19.1,11.1,,
1999,10,13.5,8.1,,
1999,11,10.5,5.2,,
1999,12,7.2,1.4,,
2000,1,8.1,2.9,,
2000,2,9.1,3.1,,
2000,3,10.7,4,,
2000,4,11.1,4.4,,
2000,5,14,7.2,,
2000,6,17.7,10.3,,
2000,7,16.5,11.1,,
2000,8,20.1,11.9,,
2000,9,17,10.7,,
2000,10,13.3,7,,
2000,11,---,---,,
2000,12,7.4,3.2,,
2001,1,5.9,0.7,,
2001,2,7.4,0.7,,
2001,3,7.8,1.8,,
2001,4,11,3.6,,
2001,5,15.1,7,,
2001,6,17,9.6,,
2001,7,19.7,12.6,,
2001,8,20,12.4,,
2001,9,15.9,10.4,,
2001,10,16.2,10.2,,
2001,11,10.9,4.8,,
2001,12,7.3,1.7,,
2002,1,8.2,2.7,,
2002,2,9.6,3.5,,
2002,3,11.1,3.4,,
2002,4,12.4,4.6,,
2002,5,15,8.2,,
2002,6,18.9,10.2,,
2002,7,19.5,11.2,,
2002,8,19.8,13.8,,
2002,9,16.9,10.1,,
2002,10,12.6,6.7,,
2002,11,10.2,5.3,,
2002,12,7.3,4.4,,
2003,1,7.6,3.5,,
2003,2,7.2,0.6,,
2003,3,11.3,2.7,,
2003,4,13,4.7,,
2003,5,16.6,8.2,,
2003,6,20.2,11.5,,
2003,7,21.3,13.3,,
2003,8,20.2,12.5,,
2003,9,18.8,9.9,,
2003,10,12.3,6.7,,
2003,11,10.6,5.2,,
2003,12,7.7,2.3,,
2004,1,7.5,2.7,,
2004,2,7.9,4,,
2004,3,9.6,3.3,,
2004,4,12.4,6.2,,
2004,5,15.2,7,,
2004,6,19.1,10.8,,
2004,7,18.8,11.4,,
2004,8,19.4,13.6,,
2004,9,18.2,10.4,,
2004,10,13.5,7.8,,
2004,11,10.3,5.4,,
2004,12,8.4,2.9,,
2005,1,8.9,3.4,,
2005,2,7.3,2.4,,
2005,3,9.4,4.7,,
2005,4,12.1,4.4,,
2005,5,15.2,6.9,,
2005,6,18.9,10.8,,
2005,7,19.5,12.7,,
2005,8,19.8,11.9,,
2005,9,18.4,10.8,,
2005,10,15.4,10,,
2005,11,10,3.9,,
2005,12,7.6,2.8,,
2006,1,6.8,2.6,,
2006,2,6.9,2.3,,
2006,3,7.4,2,,
2006,4,11.8,4.6,,
2006,5,15,7.2,,
2006,6,20.1,10.9,,
2006,7,23.4,13.2,,
2006,8,18.8,12.2,,
2006,9,20.3,12.9,,
2006,10,15.9,9.5,,
2006,11,11,5,,
2006,12,8.5,3.4,,
2007,1,9.6,3.8,,
2007,2,8.8,3.1,,
2007,3,10,3.6,,
2007,4,14.5,6.6,,
2007,5,14.8,7.6,,
2007,6,16.3,10.5,,
2007,7,19.3,11.7,,
2007,8,19.7,11.7,,
2007,9,17.4,10.5,,
2007,10,14.4,7.3,,
2007,11,10.7,5.1,,
2007,12,7.5,2.6,,
2008,1,8.8,3.8,,
2008,2,9.4,1.6,,
2008,3,9.3,2.8,,
2008,4,11.1,4,,
2008,5,15.1,7.8,,
2008,6,17.8,9.9,,
2008,7,19.9,12,,
2008,8,19.8,13.1,,
2008,9,17.2,10.7,,
2008,10,13.2,6.2,,
2008,11,9.3,4.7,,
2008,12,6.7,1.8,,
2009,1,6,1.4,,
2009,2,7.4,2.4,,
2009,3,10.9,3.4,,
2009,4,13.2,5,,
2009,5,15.8,7.7,,
2009,6,16.8,9.9,,
2009,7,20.7,12.2,,
2009,8,21.1,12.8,,
2009,9,18,10.3,,
2009,10,14.1,8.4,,
2009,11,10.7,5.4,,
2009,12,5.8,1.2,,
2010,1,4.3,0.4,,
2010,2,4.7,0.5,,
2010,3,10,2.7,,
