yyyy,mm,tmax,tmin,latitude,longitude
,,degC,degC,-6.318,58.214
1920,11,10.3,5.8,,
1920,12,7.5,3.6,,
1921,1,7.7,3.5,,
1921,2,8.1,4.3,,
1921,3,8.1,2.6,,
1921,4,11.4,4.3,,
1921,5,11.8,6,,
1921,6,14.1,8.3,,
1921,7,16.2,10.3,,
1921,8,14.6,8.3,,
1921,9,14.1,8.4,,
1921,10,12.9,7.6,,
1921,11,8.5,2.8,,
1921,12,9.3,3.4,,
1922,1,6.2,1.8,,
1922,2,7.5,2.3,,
1922,3,7.8,2.2,,
1922,4,7.6,1,,
1922,5,11.5,5.8,,
1922,6,13.1,7.6,,
1922,7,14,8,,
1922,8,14,8.2,,
1922,9,13.5,6.4,,
1922,10,11.3,3.2,,
1922,11,9,3.1,,
1922,12,7.8,3.6,,
1923,1,8.8,3.6,,
1923,2,7.1,3.3,,
1923,3,9.5,1.7,,
1923,4,9.3,3,,
1923,5,9.4,3.7,,
1923,6,12.2,7.1,,
1923,7,16.1,10.3,,
1923,8,15,8.9,,
1923,9,13,6.6,,
1923,10,10.6,4.7,,
1923,11,6,0.7,,
1923,12,6.9,1.5,,
1924,1,7.5,2.6,,
1924,2,7.1,1.8,,
1924,3,6.3,1,,
1924,4,9,1.9,,
1924,5,10.9,4.8,,
1924,6,13.3,7.6,,
1924,7,15.7,9.1,,
1924,8,14.9,10.2,,
1924,9,13.8,7.5,,
1924,10,11.7,5.2,,
1924,11,9.9,4.7,,
1924,12,9.3,4.5,,
1925,1,7.9,3.1,,
1925,2,6.5,1.3,,
1925,3,7.2,1.6,,
1925,4,9.1,2.7,,
1925,5,11.6,6.4,,
1925,6,14.9,8.7,,
1925,7,17.1,10.6,,
1925,8,15.9,9.8,,
1925,9,12.4,6.8,,
1925,10,11.2,5.7,,
1925,11,7.8,2.6,,
1925,12,5.5,0.2,,
1926,1,7.6,2.7,,
1926,2,7.8,2.1,,
1926,3,8.6,2.2,,
1926,4,11.1,5.3,,
1926,5,11.6,5.1,,
1926,6,14.7,8.8,,
1926,7,17.3,9.3,,
1926,8,16.7,10.2,,
1926,9,14.2,8,,
1926,10,8.8,3.1,,
1926,11,8.5,2.1,,
1926,12,7.9,2.9,,
1927,1,6.7,2.1,,
1927,2,8.1,3,,
1927,3,9.3,2.7,,
1927,4,---,---,,
1927,5,10.9,4.3,,
1927,6,12.6,6.2,,
1927,7,16.9,10.3,,
1927,8,17.1,9.5,,
1927,9,12.9,6.6,,
1927,10,11.5,4.9,,
1927,11,8.4,3.3,,
1927,12,5,0.2,,
1928,1,7.3,1.8,,
1928,2,7.9,1.4,,
1928,3,7.7,2.4,,
1928,4,9.8,3.2,,
1928,5,12.4,5.8,,
1928,6,12.8,6.2,,
1928,7,14.5,9.5,,
1928,8,16,9.3,,
1928,9,13.9,6.8,,
1928,10,11.9,6,,
1928,11,9,3.8,,
1928,12,6.9,2.8,,
1929,1,5.4,0.1,,
1929,2,5.8,1.2,,
1929,3,10.6,2.2,,
1929,4,9,2.1,,
1929,5,12.8,5.5,,
1929,6,13.2,7.4,,
1929,7,15.9,9.9,,
